Product Name,Category,Unit Cost,Selling Price,Current Stock,Min Stock,Max Stock,Warehouse,Supplier,Reliability,Lead Time,Shipment Expected,Shipment Actual,Shipment Cost,Order Qty,Order Date,Region
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,2,2025-08-21,LATAM
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,5,2025-11-28,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-07-26,US
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-09-05,US
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-07-28,LATAM
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,1,2026-02-23,EU
Gear Set,Parts,14.0,28.0,,,,,,,,,,,2,2026-03-15,LATAM
Power Module,Electronics,22.0,49.99,,,,,,,,,,,4,2025-08-13,LATAM
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-12-01,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,6,2025-12-08,MEA
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,2,2025-05-26,US
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-06-22,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2025-08-23,US
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,3,2026-05-05,EU
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-06-24,LATAM
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,4,2025-09-02,EU
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-06-29,LATAM
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,2,2025-10-05,APAC
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-11-26,EU
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,1,2026-02-19,APAC
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2025-08-19,LATAM
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2026-04-22,US
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,5,2025-07-20,APAC
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,3,2026-01-02,LATAM
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2026-02-02,APAC
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-08-19,EU
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,2,2025-12-03,APAC
Gear Set,Parts,14.0,28.0,,,,,,,,,,,4,2026-04-26,EU
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,7,2025-07-07,US
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-02-09,APAC
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,2,2025-11-23,LATAM
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,2,2026-02-08,LATAM
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,5,2025-05-30,LATAM
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-01-29,LATAM
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-10-31,EU
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-02-23,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,13,2025-08-01,MEA
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2025-11-12,EU
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2026-01-29,MEA
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,6,2025-12-01,US
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2026-04-25,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2025-05-27,LATAM
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2025-11-10,APAC
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,9,2025-11-02,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,4,2025-08-17,US
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,7,2025-12-14,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,21,2025-12-21,MEA
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2026-02-03,MEA
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2026-01-03,US
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,2,2025-09-08,APAC
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,4,2026-05-12,APAC
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,4,2025-06-08,APAC
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,1,2026-04-11,MEA
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-04-24,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,6,2025-10-31,MEA
Gear Set,Parts,14.0,28.0,,,,,,,,,,,3,2025-11-16,MEA
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-09-03,EU
Gear Set,Parts,14.0,28.0,,,,,,,,,,,1,2025-09-20,EU
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,8,2025-11-28,MEA
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-12-03,LATAM
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-04-22,EU
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,13,2025-11-16,LATAM
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-08-06,US
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,4,2026-03-23,US
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,3,2025-12-31,US
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,4,2026-03-11,EU
Connector Set,Parts,4.2,11.99,,,,,,,,,,,2,2026-01-31,LATAM
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,17,2026-02-14,EU
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,2,2025-12-24,APAC
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-08-08,EU
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2025-07-01,APAC
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,21,2025-09-30,US
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-10-15,EU
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,28,2025-11-18,APAC
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-06-08,EU
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,2,2026-01-02,LATAM
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-06-19,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,9,2025-09-10,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,6,2025-09-20,APAC
Gear Set,Parts,14.0,28.0,,,,,,,,,,,2,2026-01-04,MEA
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-05-12,US
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,21,2025-07-18,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2026-03-03,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,7,2026-03-12,LATAM
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-09-29,APAC
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,9,2026-05-15,MEA
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,3,2025-08-08,MEA
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,4,2025-06-28,MEA
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2026-01-14,US
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2025-07-29,APAC
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,11,2026-05-15,EU
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,3,2026-01-26,LATAM
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-09-16,LATAM
Pump System,Finished Goods,200.0,425.0,,,,,Acme Corp,,,2025-06-03,2025-06-08,77.94,,,
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-05-01,APAC
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-06-02,APAC
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2026-01-18,EU
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,15,2026-01-06,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-08-02,APAC
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-12-12,APAC
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-01-19,MEA
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,2,2026-04-09,APAC
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-08-10,APAC
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-02-22,APAC
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,2,2025-07-24,LATAM
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,7,2025-11-10,MEA
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-12-11,EU
Bolt Pack,Parts,2.5,6.99,501,132,852,Overflow,Delta Materials,0.65,14,,,,,,
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,3,2025-08-01,US
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-12-20,APAC
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,5,2025-06-25,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,12,2025-12-10,APAC
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,12,2025-08-12,US
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-12-29,EU
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-12-28,US
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-12-12,MEA
Gear Set,Parts,14.0,28.0,,,,,,,,,,,1,2026-05-04,US
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-12-12,MEA
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-05-23,LATAM
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,9,2025-12-25,LATAM
Gear Set,Parts,14.0,28.0,,,,,,,,,,,2,2026-02-23,MEA
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,4,2025-12-02,LATAM
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-08-12,LATAM
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-05-27,APAC
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,5,2025-06-03,MEA
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,1,2025-09-30,APAC
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,16,2025-12-30,US
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,2,2025-08-09,APAC
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,5,2026-01-14,LATAM
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-02-21,MEA
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,2,2026-03-23,APAC
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-02-28,APAC
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,3,2026-01-20,US
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,14,2025-11-19,US
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,3,2026-01-19,EU
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,3,2025-08-05,APAC
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,3,2026-03-03,APAC
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-06-30,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,14,2026-04-16,MEA
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,7,2026-05-10,MEA
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,1,2025-11-15,US
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,2,2025-06-01,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,13,2025-10-29,US
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,2,2025-07-28,EU
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-08-21,LATAM
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-03-10,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,7,2026-04-13,US
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-06-17,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,6,2025-06-06,APAC
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,4,2025-12-18,APAC
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,9,2026-02-05,EU
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,3,2025-09-17,US
Gear Set,Parts,14.0,28.0,,,,,,,,,,,4,2026-03-01,LATAM
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,1,2026-03-22,LATAM
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,2,2026-05-12,APAC
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-03-28,MEA
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,7,2026-02-26,US
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,12,2026-04-06,EU
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-06-25,US
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,4,2025-11-09,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,6,2025-06-27,EU
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,7,2025-08-28,APAC
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,2,2026-05-14,EU
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,21,2025-08-11,EU
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,3,2025-11-08,LATAM
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,2,2025-09-18,US
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,10,2025-08-20,APAC
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,2,2026-01-04,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,10,2025-08-27,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2025-11-27,APAC
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,1,2026-01-06,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,8,2026-04-19,APAC
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,3,2026-03-28,LATAM
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,5,2025-09-24,LATAM
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,3,2026-04-25,US
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,2,2026-03-10,MEA
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,1,2026-05-16,MEA
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-12-26,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2025-10-13,APAC
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,3,2025-11-16,EU
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,19,2025-08-23,LATAM
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,5,2025-07-05,APAC
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,1,2026-04-20,EU
Connector Set,Parts,4.2,11.99,,,,,,,,,,,8,2025-06-01,US
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-08-11,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2026-05-07,LATAM
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,3,2025-09-22,LATAM
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-06-20,LATAM
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,4,2025-10-30,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,26,2025-09-25,US
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,2,2026-03-31,LATAM
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,2,2025-06-03,EU
Connector Set,Parts,4.2,11.99,,,,,,,,,,,6,2025-07-30,EU
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,4,2025-08-26,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,2,2026-01-01,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,6,2025-07-31,LATAM
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,4,2025-11-14,MEA
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,1,2026-04-06,EU
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,5,2026-03-23,LATAM
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,4,2025-12-01,LATAM
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,1,2026-01-29,US
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,5,2026-02-23,LATAM
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,2,2025-12-04,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2026-01-09,US
Connector Set,Parts,4.2,11.99,,,,,,,,,,,7,2025-05-29,MEA
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,10,2026-02-06,EU
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-02-21,MEA
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-03-19,APAC
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-11-12,APAC
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,6,2025-12-24,US
Connector Set,Parts,4.2,11.99,,,,,,,,,,,3,2026-04-23,APAC
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,1,2025-11-23,EU
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,11,2025-07-22,EU
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-02-11,MEA
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,1,2025-07-16,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,14,2025-12-08,MEA
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-10-01,US
Gear Set,Parts,14.0,28.0,,,,,,,,,,,3,2026-03-06,EU
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,11,2025-08-18,EU
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,4,2025-12-09,US
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,3,2026-03-17,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-12-20,LATAM
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,6,2026-04-20,APAC
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-09-24,MEA
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-01-15,APAC
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,4,2026-05-04,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,4,2026-05-20,EU
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-06-04,EU
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,5,2025-09-20,LATAM
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,10,2025-12-19,MEA
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-11-30,MEA
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-05-06,US
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-05-13,MEA
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,1,2026-02-14,APAC
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,3,2026-02-11,APAC
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,18,2025-12-22,APAC
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,1,2026-01-04,LATAM
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-07-28,LATAM
Gear Set,Parts,14.0,28.0,,,,,,,,,,,2,2026-01-26,APAC
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,2,2026-04-13,APAC
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,6,2025-12-19,APAC
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,43,2025-12-18,EU
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,5,2025-05-27,US
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,2,2026-03-31,APAC
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,8,2026-04-05,MEA
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,3,2025-07-24,US
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,2,2026-05-07,APAC
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,2,2025-09-07,LATAM
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2026-02-07,APAC
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,1,2025-08-28,EU
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,1,2026-05-23,EU
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-01-02,US
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-03-02,US
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-04-29,LATAM
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-12-13,MEA
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,1,2026-01-11,EU
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,5,2026-02-27,APAC
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-05-18,MEA
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,2,2026-01-26,MEA
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-09-13,US
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-08-01,MEA
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-11-27,EU
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,5,2026-02-27,LATAM
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2025-08-04,EU
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,3,2026-04-15,EU
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-04-02,APAC
Power Module,Electronics,22.0,49.99,,,,,,,,,,,5,2025-12-29,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-10-29,APAC
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,3,2025-11-09,US
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,11,2025-12-05,EU
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,4,2026-01-05,US
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,25,2025-09-22,APAC
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,2,2025-08-08,EU
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,32,2026-03-10,APAC
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-05-09,MEA
Gear Set,Parts,14.0,28.0,,,,,,,,,,,3,2025-08-17,EU
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,4,2025-12-23,MEA
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,2,2026-03-07,US
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-01-05,MEA
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,10,2026-05-02,LATAM
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,34,2025-08-24,MEA
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2026-04-14,EU
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,2,2025-09-15,MEA
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,2,2026-01-22,APAC
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-02-01,LATAM
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,10,2025-09-10,LATAM
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,11,2026-01-25,EU
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,2,2025-12-13,EU
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-11-21,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,18,2025-12-14,US
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,10,2025-11-02,US
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,13,2026-04-18,APAC
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,1,2026-01-09,APAC
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2026-01-02,US
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-05-22,MEA
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,8,2025-10-06,MEA
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,13,2025-06-02,LATAM
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2025-09-26,US
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-06-10,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-08-21,APAC
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-07-25,EU
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,28,2025-07-10,LATAM
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,4,2025-06-02,LATAM
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-03-04,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,1,2026-04-30,LATAM
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-05-30,MEA
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2026-05-25,APAC
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-01-08,LATAM
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,4,2025-08-17,MEA
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-11-16,MEA
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,7,2026-03-11,APAC
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,2,2025-06-23,US
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,4,2026-01-09,APAC
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,10,2025-12-09,EU
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,10,2026-03-26,LATAM
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,37,2025-12-24,EU
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,10,2025-08-21,APAC
