Product Name,Unit Cost,Selling Price,Current Stock,Category,Warehouse,Min Stock,Max Stock
Kitchen Island Cart XL,980.63,1096.97,17,Furniture,East Coast,2,139
Pantry Cabinet Tall Compact,971.49,1337.68,92,Furniture,International,2,115
Bathroom Vanity 36in Standard,536.7,625.93,19,Furniture,Midwest,2,119
Mirror Cabinet LED Smart,545.0,714.27,62,Furniture,International,1,131
Laundry Hamper Bamboo Smart,1226.83,1379.65,59,Furniture,South,2,109
Room Divider 4-Panel Mini,119.3,150.83,66,Furniture,South,1,173
Accent Chair Velvet Max,259.59,352.09,58,Furniture,International,1,126
Ottoman Storage Elite,702.25,961.85,59,Furniture,East Coast,1,158
Console Table Entryway Advanced,602.05,764.11,73,Furniture,International,2,139
Storage Bench Entryway Pro,575.47,773.97,97,Furniture,Primary,1,174
All-Purpose Cleaner 1gal Plus,20.22,32.36,4483,Cleaning,Primary,13,8828
Glass Cleaner Spray 32oz Lite+,3.36,4.89,1159,Cleaning,Midwest,36,6533
Disinfectant Wipes 6pk Ultra,39.39,67.1,3127,Cleaning,International,15,7796
Floor Cleaner Concentrate Basic,7.72,12.97,1021,Cleaning,Midwest,21,7200
Bathroom Cleaner Foaming Advanced,7.48,13.01,78,Cleaning,Midwest,11,6222
Kitchen Degreaser Basic,20.24,29.14,1931,Cleaning,West Coast,25,6886
Air Freshener Refills 3pk Max,13.85,23.8,974,Cleaning,International,12,8315
Microfiber Cloths 12pk HD,28.44,48.86,178,Cleaning,Primary,25,5844
Scrub Sponges 6pk Mini,27.54,40.57,448,Cleaning,Primary,25,8033
Rubber Gloves Latex 3pk Compact,20.88,31.74,512,Cleaning,West Coast,18,7063
Trash Bags 13gal 50pk Eco,37.08,59.91,2662,Cleaning,International,46,7449
Paper Towels 12-Roll Bulk,12.19,20.58,4320,Cleaning,West Coast,24,6693
Toilet Paper 24-Roll Premium,4.62,7.97,1484,Cleaning,Midwest,50,7780
Hand Soap Refill 1gal Basic,23.31,40.47,3172,Cleaning,International,43,6305
Hand Sanitizer Pump 32oz HD,19.56,27.38,1556,Cleaning,East Coast,44,6939
Spin Mop System Eco,14.93,23.94,3843,Cleaning,Midwest,13,7303
Angle Broom HD,25.96,34.19,2039,Cleaning,West Coast,26,5832
Dustpan Combo Lite,41.66,69.72,807,Cleaning,East Coast,44,7967
Vacuum Bags 6pk Plus,13.54,21.49,4989,Cleaning,Primary,12,8578
Dish Soap Lemon 32oz V3,36.6,56.5,4628,Cleaning,East Coast,23,6963
Dishwasher Pods 60pk Bulk,15.04,25.64,1785,Cleaning,International,22,8940
Laundry Detergent 100oz Mini,34.12,55.52,2037,Cleaning,East Coast,48,7882
Fabric Softener Sheets 240ct Compact,41.35,63.1,2368,Cleaning,South,34,6909
Stain Remover Spray XL,15.26,21.82,4123,Cleaning,International,39,5403
Bleach Concentrate 1gal Lite+,34.75,49.0,1714,Cleaning,Midwest,33,6281
Extendable Duster 10ft Plus,26.19,35.64,1245,Cleaning,South,11,6068
Window Squeegee 12in Elite,26.9,39.24,1298,Cleaning,East Coast,22,6351
Toilet Brush Set Compact,26.5,36.38,4560,Cleaning,Midwest,31,6054
Heavy-Duty Plunger Lite+,21.82,35.27,2935,Cleaning,International,20,5573
Drain Cleaner Gel 32oz Basic,23.0,39.29,4491,Cleaning,Primary,13,7146
Lint Roller Mega 4pk Lite,42.64,67.55,102,Cleaning,International,36,5563
Carpet Cleaner Shampoo Eco,4.92,6.52,1841,Cleaning,West Coast,42,6867
Wood Polish Spray Plus,28.57,45.24,4008,Cleaning,Primary,41,5064
Stainless Steel Cleaner Basic,25.72,32.3,4386,Cleaning,West Coast,27,7194
Oven Cleaner Heavy-Duty Pro,23.6,37.73,3577,Cleaning,Primary,21,5438
Grout Cleaner Brush Set Advanced,8.4,11.31,4362,Cleaning,West Coast,26,8339
First Aid Kit 200-Piece Premium,199.35,234.77,992,Safety,South,8,1470
Fire Extinguisher ABC 5lb Eco,247.59,304.3,710,Safety,International,3,1669
Safety Goggles Anti-Fog Plus,26.09,33.47,575,Safety,International,9,1057
Work Gloves Leather 12pk Pro,176.6,208.2,875,Safety,West Coast,8,1660
Hard Hat OSHA-Compliant Elite,244.4,364.36,926,Safety,East Coast,10,1043
Safety Vest Hi-Vis 10pk V3,225.61,314.12,590,Safety,Primary,9,1277
Ear Plugs NRR32 50pk Lite,172.05,214.74,566,Safety,West Coast,2,1183
N95 Dust Masks 50pk Pro,240.48,325.96,780,Safety,West Coast,8,1078
Face Shields Anti-Fog 5pk V2,142.3,191.87,879,Safety,South,8,1693
Steel-Toe Work Boots Bulk,97.81,137.81,819,Safety,International,3,1512
Knee Pads Gel-Insert XL,16.26,21.19,868,Safety,South,3,1348
Back Support Belt Large Smart,238.85,307.84,802,Safety,International,7,1030
Anti-Fatigue Mat 3x5ft Premium,196.54,257.01,243,Safety,Midwest,7,1566
Wet Floor Sign Bilingual HD,48.88,66.24,399,Safety,South,3,1790
Traffic Cone 28in Standard,200.12,280.09,94,Safety,Midwest,6,1157
Fire Blanket 4x6ft Max,185.69,234.12,119,Safety,West Coast,3,1005
Smoke Detector 10-Year Ultra,91.9,114.36,145,Safety,Midwest,3,1191
CO Detector Digital Ultra,140.58,186.88,115,Safety,West Coast,2,1091
Emergency Kit 72-Hour Basic,25.99,35.33,342,Safety,West Coast,8,1012
Heavy-Duty Flashlight HD,98.79,116.54,932,Safety,South,10,1248
AA Batteries 24pk Advanced,44.89,57.61,152,Safety,West Coast,6,1308
AAA Batteries 24pk Lite+,39.05,47.19,292,Safety,Midwest,8,1306
Extension Cord 25ft 12AWG Lite,92.2,136.5,748,Safety,South,9,1608
Power Strip 6-Outlet USB V3,116.09,139.01,16,Safety,South,8,1340
Cable Protector Ramp Compact,201.61,255.11,352,Safety,South,8,1666
Lockout Tagout Kit Max,77.21,105.09,721,Safety,West Coast,5,1490
Hazmat Spill Kit 5gal V2,241.25,359.23,308,Safety,East Coast,9,1589
Eye Wash Station Wall Bulk,95.89,137.68,412,Safety,South,7,1116
Flammable Storage Cabinet V3,149.28,200.18,708,Safety,International,10,1027
4-Gas Detector Meter Ultra,235.91,288.61,826,Safety,Primary,6,1709
Small Box 8x8x8 25pk HD,60.9,76.47,5061,Packaging,International,50,12069
Medium Box 12x12x12 25pk Max,64.66,98.0,1311,Packaging,Midwest,77,14898
Large Box 18x18x18 15pk Elite,36.67,51.43,6953,Packaging,West Coast,89,10301
Bubble Wrap Roll 175ft Basic,53.85,84.32,1891,Packaging,International,51,15387
Packing Peanuts 14cu ft XL,15.8,22.83,9327,Packaging,West Coast,71,17920
Shipping Tape Clear 6pk HD,10.43,12.93,3737,Packaging,South,85,16118
Shipping Labels 4x6 500ct Basic,52.67,75.32,7403,Packaging,Midwest,67,13204
Poly Mailers 10x13 100pk Elite,62.45,78.71,502,Packaging,West Coast,81,10856
Stretch Wrap 18in 1000ft HD,82.93,102.36,2421,Packaging,West Coast,64,12555
Kraft Packing Paper 25lb Ultra,70.8,99.72,5806,Packaging,Midwest,80,10799
Foam Sheets 12x12 50pk Ultra,29.38,38.78,1985,Packaging,West Coast,22,16956
Strapping Tape 2in 6pk Mini,61.27,77.55,4096,Packaging,South,86,11429
Pallet Wrap 80ga 1500ft V2,30.46,41.75,7670,Packaging,Midwest,49,16535
Air Pillow Film Roll V2,17.59,25.73,6581,Packaging,South,23,16040
Tissue Paper White 100pk V3,41.01,56.26,172,Packaging,West Coast,47,11685
Gift Boxes Assorted 12pk Lite,52.38,79.61,8896,Packaging,West Coast,43,12996
Satin Ribbon Roll 50yd V3,41.72,54.44,8119,Packaging,International,87,17912
Gift Bags Medium 24pk Bulk,54.13,78.19,9717,Packaging,West Coast,34,12850
Kraft Paper Roll 36in x 200ft Ultra,55.95,85.35,4973,Packaging,Primary,98,14834
Corrugated Roll 48in x 100ft Max,28.87,37.4,2016,Packaging,International,43,13058
Whole Bean Coffee 2lb Max,29.07,37.69,594,Food & Beverage,Midwest,24,4571
Ground Coffee Medium 5lb V2,27.79,37.19,2672,Food & Beverage,East Coast,11,5272
Earl Grey Tea 200ct Lite+,17.31,21.04,1877,Food & Beverage,West Coast,25,3219
Cane Sugar 10lb Pro,27.68,33.72,1602,Food & Beverage,International,23,5070
Coffee Creamer Singles 100pk Lite+,23.68,31.31,2938,Food & Beverage,East Coast,20,5001
Paper Cups 12oz 100pk Lite,31.97,45.67,933,Food & Beverage,West Coast,15,3133
PLA Lids 12oz 100pk Eco,30.49,36.86,1903,Food & Beverage,South,24,5028
Wood Stirrers 1000pk Advanced,8.0,9.52,2254,Food & Beverage,Primary,17,5220
Cocktail Napkins 500pk Ultra,30.96,46.33,449,Food & Beverage,West Coast,29,4013
Paper Plates 9in 100pk Plus,25.84,32.87,386,Food & Beverage,East Coast,20,3480
Wood Cutlery Set 200pk V3,44.97,60.97,1466,Food & Beverage,East Coast,28,4753
Spring Water 24pk 16oz Smart,9.38,11.47,877,Food & Beverage,West Coast,7,5335
Granola Bars Variety 36pk Basic,16.9,22.62,1355,Food & Beverage,West Coast,28,4198
Mixed Nuts 2lb Canister Elite,16.17,23.45,2812,Food & Beverage,Midwest,9,3555
Dried Fruit Mix 3lb Plus,54.6,79.36,549,Food & Beverage,East Coast,28,3543
Multigrain Crackers 8pk Max,39.7,57.17,2799,Food & Beverage,East Coast,18,5004
Creamy Peanut Butter 40oz Elite,35.52,48.65,1566,Food & Beverage,International,20,3309
Strawberry Jam 32oz Lite,23.35,32.98,2875,Food & Beverage,Midwest,17,4862
Chicken Noodle Soup 6pk Bulk,32.84,47.75,411,Food & Beverage,International,29,4877
Solid Light Tuna 8pk XL,47.06,67.22,1659,Food & Beverage,East Coast,12,4759
Jasmine Rice 25lb Lite+,16.23,23.37,1413,Food & Beverage,East Coast,23,5367
Penne Pasta 6pk 1lb Elite,47.18,67.27,2825,Food & Beverage,Primary,30,3198
Extra Virgin Olive Oil 1L Mini,35.19,50.77,96,Food & Beverage,Midwest,9,3647
Balsamic Vinegar 500ml Ultra,2.04,3.03,858,Food & Beverage,International,28,3540
Sea Salt & Pepper Set Standard,10.43,15.4,1152,Food & Beverage,West Coast,8,4476
Spice Rack 20-Jar Lite,21.71,31.83,707,Food & Beverage,International,7,4623
Raw Honey 32oz Standard,40.48,57.25,1788,Food & Beverage,International,26,3373
Organic Granola 2lb Mini,2.06,2.71,573,Food & Beverage,South,24,3926
Whey Protein 5lb Chocolate Ultra,2.49,3.47,523,Food & Beverage,Midwest,19,3541
Electrolyte Mix 30pk Lemon Lite,14.13,16.69,449,Food & Beverage,West Coast,9,4283
Wireless Mouse Standard,127.73,186.41,390,Electronics,International,2,828
Mechanical Keyboard Max,66.23,91.09,317,Electronics,West Coast,2,725
USB-C Hub V3,567.13,686.54,215,Electronics,Midwest,5,851
Webcam HD V3,82.59,98.3,390,Electronics,International,1,801
Bluetooth Speaker Compact,319.62,422.46,410,Electronics,West Coast,2,626
Portable Charger Lite,227.11,315.77,374,Electronics,International,5,645
HDMI Cable Pro,763.86,1079.61,159,Electronics,South,2,765
SSD 1TB Advanced,173.84,227.16,335,Electronics,Midwest,1,622
RAM 16GB Module Compact,105.91,142.96,309,Electronics,Primary,1,770
Graphics Card RTX XL,840.86,1011.38,445,Electronics,West Coast,5,715
CPU Processor Basic,616.23,896.67,493,Electronics,South,1,508
Motherboard ATX Lite,17.35,21.45,477,Electronics,South,1,703
Power Supply 750W Standard,567.57,766.46,217,Electronics,Midwest,4,859
PC Case Mid-Tower Lite,578.28,789.39,83,Electronics,West Coast,3,542
Monitor 27 4K Lite,462.62,569.61,418,Electronics,West Coast,2,774
Laptop Stand Aluminum Compact,529.86,771.1,337,Electronics,International,1,658
Noise Cancelling Headphones HD,658.31,979.95,34,Electronics,Midwest,2,544
Smart Watch Pro Mini,410.77,572.42,163,Electronics,Primary,2,561
Fitness Tracker Band Max,632.84,769.24,492,Electronics,South,3,767
Wireless Earbuds Premium,154.43,185.44,404,Electronics,Primary,3,875
Tablet 10 inch Pro,304.83,402.9,273,Electronics,International,1,634
E-Reader Paperwhite Elite,566.64,764.09,266,Electronics,Midwest,3,528
Smart Plug WiFi Elite,154.36,187.23,400,Electronics,International,1,793
WiFi Router AX Mini,209.42,283.46,27,Electronics,Primary,1,625
Network Switch 8-Port Lite+,330.76,502.12,96,Electronics,International,1,783
External HDD 2TB HD,205.94,257.28,473,Electronics,Primary,3,638
Flash Drive 128GB Elite,338.66,457.47,466,Electronics,East Coast,1,591
Memory Card 256GB Advanced,883.37,1353.0,40,Electronics,West Coast,4,644
Desk Lamp LED Bulk,82.32,109.71,193,Electronics,South,2,649
Phone Charger 65W Standard,666.92,831.67,193,Electronics,East Coast,5,752
Screen Protector Glass Basic,685.63,855.7,8,Electronics,East Coast,4,512
Phone Case Silicone Basic,315.05,468.11,454,Electronics,Primary,1,671
Laptop Sleeve 15in Compact,764.86,1102.08,58,Electronics,East Coast,2,771
Monitor Arm Single HD,445.37,522.85,77,Electronics,Primary,3,547
Keyboard Wrist Rest Eco,808.07,1097.28,363,Electronics,International,3,734
Mouse Pad XXL Lite,524.79,709.61,331,Electronics,South,4,538
Cable Management Kit Elite,60.74,85.95,71,Electronics,West Coast,2,649
Surge Protector 12-Outlet Bulk,833.81,1089.94,430,Electronics,Midwest,3,662
UPS Battery 1500VA Premium,214.08,326.99,74,Electronics,East Coast,5,555
USB Microphone Mini,152.12,203.3,213,Electronics,West Coast,1,774
Ring Light 18in V3,409.47,546.78,441,Electronics,East Coast,1,546
Green Screen 5x7ft Standard,744.62,1063.88,25,Electronics,East Coast,2,667
Streaming Deck MK2 Lite,641.49,986.2,207,Electronics,International,5,525
Capture Card 4K Standard,237.85,367.78,20,Electronics,South,4,731
Drone Camera Pro Basic,228.62,305.17,416,Electronics,Primary,2,562
Action Camera 4K Plus,748.18,1154.46,71,Electronics,West Coast,2,705
Digital Camera Mirrorless Lite,526.18,659.58,421,Electronics,Primary,1,511
Camera Lens 50mm V3,812.73,1078.8,70,Electronics,Primary,1,669
Tripod Carbon Fiber Plus,848.34,992.77,478,Electronics,International,5,721
Camera Bag Backpack Compact,449.03,585.13,223,Electronics,East Coast,2,681
SD Card Reader V2,251.11,333.58,81,Electronics,South,1,814
Ballpoint Pens 12pk Smart,45.0,61.97,863,Office Supplies,Primary,19,2124
Sticky Notes 8pk Premium,69.56,100.97,1336,Office Supplies,International,20,2510
File Folders 24pk Basic,143.28,256.99,1621,Office Supplies,South,15,2982
Printer Paper A4 5-Ream Lite+,62.58,96.34,678,Office Supplies,East Coast,16,2553
Ink Cartridge Black XL Pro,58.08,77.33,1854,Office Supplies,Midwest,12,2119
Ink Cartridge Color Combo Advanced,64.98,100.74,496,Office Supplies,East Coast,9,2205
Desk Organizer Bamboo Eco,48.71,82.31,1898,Office Supplies,East Coast,5,3564
Paper Shredder Cross-Cut Elite,152.52,255.99,746,Office Supplies,East Coast,9,2360
Laminator Machine A4 Elite,57.92,95.15,754,Office Supplies,International,4,3440
Label Maker Portable XL,170.61,262.43,1173,Office Supplies,South,10,3008
Whiteboard Magnetic 48x36 Standard,32.42,39.64,135,Office Supplies,East Coast,11,3232
Dry Erase Markers 8pk Pro,95.23,114.32,1899,Office Supplies,West Coast,10,2267
Whiteboard Eraser V2,165.46,282.37,682,Office Supplies,East Coast,5,2044
Stapler Heavy-Duty Elite,127.14,163.37,247,Office Supplies,Primary,20,2747
Staples 5000pk XL,127.11,203.03,1220,Office Supplies,West Coast,7,2689
Tape Dispenser Desktop Bulk,25.42,32.91,1962,Office Supplies,Midwest,17,3309
Scissors Titanium Bulk,32.18,57.32,1440,Office Supplies,International,15,2457
Paper Clips 100pk Elite,146.79,209.47,1523,Office Supplies,East Coast,13,2260
Binder Clips Assorted 24pk Pro,170.83,302.24,821,Office Supplies,South,5,2372
Rubber Bands 1lb Bulk,165.87,295.33,472,Office Supplies,East Coast,7,3016
Envelopes White 100pk Bulk,134.42,180.5,674,Office Supplies,Primary,9,3302
Notebooks College-Ruled 6pk Bulk,80.95,110.02,531,Office Supplies,West Coast,6,2717
Daily Planner 2024 Mini,129.95,159.69,917,Office Supplies,Midwest,17,2340
Scientific Calculator Lite+,158.84,224.08,788,Office Supplies,South,7,2981
Ruler Metal 12in Eco,30.12,37.48,1752,Office Supplies,Primary,5,2603
3-Hole Punch Bulk,47.74,60.29,720,Office Supplies,East Coast,9,2768
Letter Tray Stackable Lite,98.92,172.01,210,Office Supplies,South,14,3216
Magazine Rack Wire Lite+,127.11,185.43,1358,Office Supplies,Midwest,9,3243
Bulletin Board Cork 36x24 V2,10.59,14.81,409,Office Supplies,South,17,3427
Push Pins Colored 100pk Basic,48.48,66.36,506,Office Supplies,Midwest,7,2101
Correction Tape 3pk Elite,99.39,148.55,131,Office Supplies,Midwest,15,2007
Glue Sticks Washable 6pk Lite,53.72,85.8,1249,Office Supplies,Primary,19,2408
Index Cards Ruled 200pk Pro,38.04,60.21,187,Office Supplies,West Coast,19,2236
Graph Paper Pad 4x4 Compact,85.3,148.16,562,Office Supplies,South,6,3314
Legal Pads Yellow 3pk Compact,34.09,59.02,776,Office Supplies,Primary,9,2912
Presentation Folders 25pk Premium,79.71,108.25,1734,Office Supplies,Primary,12,3155
Sheet Protectors 50pk Max,135.65,217.11,195,Office Supplies,Midwest,15,3108
Report Covers Prong 12pk Elite,41.72,51.59,812,Office Supplies,South,20,2857
Clipboard Letter-Size Lite+,103.52,138.86,632,Office Supplies,International,6,2808
Pen Holder Mesh Plus,90.88,158.16,1659,Office Supplies,Midwest,8,2246
Ergonomic Office Chair V2,1330.47,1530.24,29,Furniture,Primary,1,116
Electric Standing Desk HD,141.97,185.26,27,Furniture,West Coast,1,176
L-Shaped Corner Desk Bulk,1278.25,1756.64,10,Furniture,South,1,149
5-Tier Bookshelf Compact,788.55,1070.05,68,Furniture,International,2,101
3-Drawer Filing Cabinet Smart,837.04,1117.03,16,Furniture,East Coast,2,119
Conference Table 8-seat Elite,837.53,1111.83,14,Furniture,Primary,1,172
Guest Chair Padded Standard,1219.1,1662.9,54,Furniture,International,2,149
Desk Lamp Architect Lite+,815.81,1013.17,24,Furniture,East Coast,2,151
Chair Floor Mat 48x36 Smart,865.81,1132.56,6,Furniture,International,2,142
Monitor Riser Wood Eco,102.28,127.09,36,Furniture,West Coast,2,102
Storage Cabinet Locking Standard,459.45,621.57,91,Furniture,East Coast,1,129
Coat Rack Standing Standard,1364.81,1682.72,43,Furniture,South,2,153
Waste Basket Metal Lite,291.53,339.17,54,Furniture,West Coast,2,166
Under-Desk Drawer Unit Plus,738.34,847.39,41,Furniture,South,2,117
Computer Desk Compact Elite,74.51,86.27,27,Furniture,Primary,1,131
Gaming Chair Racing Ultra,104.01,125.66,27,Furniture,Midwest,2,147
Recliner Leather Advanced,576.83,794.25,89,Furniture,West Coast,1,130
3-Seat Sofa Fabric Lite+,845.87,975.52,62,Furniture,East Coast,2,144
Coffee Table Glass Premium,1057.33,1381.57,38,Furniture,Primary,1,149
Side Table Round V2,1200.47,1601.37,29,Furniture,International,1,128
TV Stand 65in V3,402.3,491.95,4,Furniture,East Coast,1,160
Shoe Rack 4-Tier V2,855.56,943.29,34,Furniture,Midwest,2,135
Wardrobe Sliding-Door Compact,1197.42,1482.05,29,Furniture,International,2,138
6-Drawer Dresser Advanced,1160.18,1414.43,15,Furniture,International,1,165
Nightstand 2-Drawer XL,801.39,1024.28,38,Furniture,Midwest,2,113
Queen Bed Frame Metal Lite,494.03,584.41,43,Furniture,International,2,133
Queen Memory Foam Mattress Standard,292.11,366.65,32,Furniture,Midwest,1,176
Dining Table 6-seat Oak Bulk,964.23,1269.3,85,Furniture,West Coast,2,137
Dining Chair Padded 2pk HD,587.28,775.81,76,Furniture,International,1,143
Bar Stool Adjustable Eco,971.82,1255.1,62,Furniture,West Coast,2,164
Kitchen Island Cart V2,1182.47,1611.65,25,Furniture,Midwest,2,112
Pantry Cabinet Tall Max,1046.35,1378.62,73,Furniture,International,1,142
Bathroom Vanity 36in Lite,338.38,394.89,41,Furniture,West Coast,2,142
Mirror Cabinet LED Premium,834.3,1033.8,17,Furniture,International,2,106
Laundry Hamper Bamboo Elite,827.13,1063.85,62,Furniture,Primary,1,164
Room Divider 4-Panel Compact,758.23,928.02,21,Furniture,West Coast,1,125
Accent Chair Velvet HD,1382.52,1891.08,60,Furniture,International,1,140
Ottoman Storage V2,1098.25,1368.72,82,Furniture,International,1,140
Console Table Entryway Plus,41.43,48.97,99,Furniture,East Coast,1,173
Storage Bench Entryway Lite+,1106.81,1476.4,18,Furniture,Midwest,2,154
All-Purpose Cleaner 1gal HD,43.51,62.73,359,Cleaning,International,44,5816
Glass Cleaner Spray 32oz XL,42.85,72.67,4400,Cleaning,International,22,5073
Disinfectant Wipes 6pk Pro,28.95,39.79,2870,Cleaning,Primary,29,5528
Floor Cleaner Concentrate Compact,23.64,33.17,584,Cleaning,West Coast,12,6221
Bathroom Cleaner Foaming Ultra,33.3,51.55,2817,Cleaning,International,37,8637
Kitchen Degreaser Max,16.74,28.47,2992,Cleaning,Midwest,22,5675
Air Freshener Refills 3pk Pro,11.82,19.07,1124,Cleaning,Primary,23,8006
Microfiber Cloths 12pk Elite,23.7,31.08,356,Cleaning,International,34,8590
Scrub Sponges 6pk Premium,35.16,54.9,4915,Cleaning,Primary,13,7711
Rubber Gloves Latex 3pk Pro,4.07,5.32,3689,Cleaning,South,34,5506
Trash Bags 13gal 50pk Premium,22.4,29.72,126,Cleaning,International,29,6723
Paper Towels 12-Roll Mini,30.49,42.23,1173,Cleaning,Primary,36,8402
Toilet Paper 24-Roll Advanced,32.91,43.07,983,Cleaning,East Coast,16,7038
Hand Soap Refill 1gal Smart,10.59,14.63,4335,Cleaning,International,22,6466
Hand Sanitizer Pump 32oz HD,14.7,18.66,4116,Cleaning,Midwest,23,7818
Spin Mop System Bulk,12.08,15.18,779,Cleaning,South,17,8421
Angle Broom Lite+,8.41,10.89,4241,Cleaning,International,14,7963
Dustpan Combo Mini,40.91,64.32,3791,Cleaning,Midwest,28,6081
