Product Name,Order Date,Quantity,Region
Microfiber Cloths 12pk Advanced,2025-08-28,1,Middle East
Tissue Paper White 100pk Eco,2026-04-26,50,Latin America
Daily Planner 2024 Compact,2025-06-21,50,Africa
Steel-Toe Work Boots V2,2026-02-21,1,Asia Pacific
Power Strip 6-Outlet USB XL,2026-01-06,3,Europe
Carpet Cleaner Shampoo Max,2025-07-25,25,Middle East
Conference Table 8-seat Bulk,2026-02-07,3,North America
Paper Plates 9in 100pk Pro,2025-06-10,1,North America
Dishwasher Pods 60pk Lite+,2026-01-26,5,Middle East
Motherboard ATX Bulk,2025-08-13,5,North America
Smoke Detector 10-Year XL,2026-05-22,10,North America
Trash Bags 13gal 50pk Eco,2026-01-23,25,Latin America
Gaming Chair Racing Standard,2025-08-19,10,Africa
Laundry Hamper Bamboo Premium,2025-06-27,100,Africa
Fabric Softener Sheets 240ct Ultra,2026-05-21,2,Asia Pacific
Monitor Riser Wood Basic,2025-12-07,20,Asia Pacific
Chair Floor Mat 48x36 XL,2026-05-29,3,Asia Pacific
Granola Bars Variety 36pk HD,2025-08-22,25,North America
Ruler Metal 12in Mini,2025-07-27,1,Middle East
Cable Protector Ramp V2,2025-07-21,1,Europe
Stain Remover Spray Basic,2025-10-05,100,Middle East
Ink Cartridge Color Combo,2026-01-11,20,Europe
Network Switch 8-Port HD,2025-07-24,2,Middle East
Daily Planner 2024 Elite,2025-08-08,2,Middle East
Electric Standing Desk Plus,2026-02-20,50,Latin America
File Folders 24pk Ultra,2026-01-13,50,Middle East
Ink Cartridge Black XL Standard,2025-11-16,3,Latin America
Wardrobe Sliding-Door Elite,2025-10-29,2,Latin America
Desk Organizer Bamboo Max,2026-02-19,20,Latin America
Binder Clips Assorted 24pk Lite+,2025-09-28,2,Latin America
Waste Basket Metal Premium,2025-05-31,25,Asia Pacific
Mouse Pad XXL V3,2025-07-27,20,Africa
Dish Soap Lemon 32oz Basic,2025-06-15,100,Africa
Wood Cutlery Set 200pk V2,2025-06-19,3,Africa
AA Batteries 24pk HD,2025-07-15,2,Asia Pacific
Graph Paper Pad 4x4 Eco,2026-01-10,50,Africa
Pen Holder Mesh Standard,2025-10-05,50,Middle East
Capture Card 4K Premium,2026-04-14,10,North America
Earl Grey Tea 200ct Advanced,2026-03-20,10,Asia Pacific
Dish Soap Lemon 32oz Smart,2026-03-07,25,Latin America
Capture Card 4K Pro,2025-11-25,1,Middle East
Safety Goggles Anti-Fog Elite,2025-09-30,15,Asia Pacific
Report Covers Prong 12pk Smart,2025-12-16,20,Europe
Large Box 18x18x18 15pk Bulk,2025-12-29,50,North America
HDMI Cable V2,2025-08-28,50,Africa
Desk Organizer Bamboo Eco,2025-11-13,25,Middle East
Gift Bags Medium 24pk Max,2025-07-31,15,North America
Clipboard Letter-Size Standard,2026-02-03,100,North America
Accent Chair Velvet Lite+,2025-08-07,5,Middle East
Daily Planner 2024 Compact,2026-04-28,25,Asia Pacific
Flammable Storage Cabinet V2,2026-04-18,10,Europe
Anti-Fatigue Mat 3x5ft,2026-04-08,5,Asia Pacific
Fire Blanket 4x6ft Plus,2025-07-14,50,Asia Pacific
HDMI Cable Pro,2025-08-20,3,Middle East
Webcam HD XL,2026-04-21,10,North America
Steel-Toe Work Boots Ultra,2025-11-11,3,Asia Pacific
CO Detector Digital Max,2025-08-30,20,Africa
Laptop Sleeve 15in Lite,2026-02-18,15,Latin America
Smoke Detector 10-Year Elite,2026-02-24,5,Latin America
Whey Protein 5lb Chocolate Elite,2026-03-07,25,Europe
Steel-Toe Work Boots Bulk,2026-05-05,50,Africa
Wood Cutlery Set 200pk Mini,2026-05-24,5,Asia Pacific
Scrub Sponges 6pk Elite,2025-12-29,10,Latin America
Traffic Cone 28in Advanced,2025-09-15,10,Europe
Sea Salt & Pepper Set Max,2026-02-27,2,Africa
Ink Cartridge Color Combo Lite+,2026-05-08,100,Asia Pacific
Packing Peanuts 14cu ft V2,2025-07-26,20,Middle East
Ground Coffee Medium 5lb XL,2026-04-07,25,Latin America
Vacuum Bags 6pk Pro,2025-06-23,5,North America
Granola Bars Variety 36pk Lite+,2025-09-30,100,North America
Wireless Mouse Ultra,2025-07-16,2,Africa
Gift Bags Medium 24pk Premium,2025-08-10,100,Africa
Extension Cord 25ft 12AWG Basic,2025-07-09,50,Asia Pacific
USB Microphone Pro,2025-10-13,20,North America
Recliner Leather Advanced,2026-05-20,100,Middle East
Legal Pads Yellow 3pk Advanced,2026-03-30,2,North America
Mouse Pad XXL Lite+,2025-05-29,15,Latin America
Drone Camera Pro Smart,2026-03-07,15,Latin America
Organic Granola 2lb XL,2025-11-07,3,North America
Whole Bean Coffee 2lb Max,2025-07-13,100,North America
Anti-Fatigue Mat 3x5ft Premium,2025-09-02,1,Asia Pacific
Motherboard ATX Compact,2025-07-31,15,Asia Pacific
Power Strip 6-Outlet USB,2026-05-17,1,Asia Pacific
Corrugated Roll 48in x 100ft Lite,2026-01-09,2,Asia Pacific
Mouse Pad XXL Compact,2025-11-15,5,North America
Legal Pads Yellow 3pk XL,2025-11-19,25,Europe
Dining Table 6-seat Oak Premium,2025-11-20,20,Europe
Angle Broom XL,2026-02-23,1,Europe
Extension Cord 25ft 12AWG V3,2025-10-11,15,Middle East
Pallet Wrap 80ga 1500ft Max,2026-02-27,50,Europe
Knee Pads Gel-Insert Plus,2025-06-05,1,Asia Pacific
Gaming Chair Racing Premium,2025-10-06,1,North America
Safety Goggles Anti-Fog Pro,2026-02-02,25,Africa
Webcam HD Max,2025-06-04,1,Africa
Monitor Arm Single Plus,2026-02-24,1,Africa
Toilet Brush Set XL,2026-02-08,3,Africa
Stapler Heavy-Duty Bulk,2025-09-06,100,Europe
Air Freshener Refills 3pk Bulk,2026-03-18,5,Africa
